City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
485,Montepuez,MZ,68.5,scattered clouds,-13.1256,38.9997,Complexo Messalo
487,Maldonado,UY,68.0,broken clouds,-34.6667,-54.9167,La Cimarrona
489,Ardakan,IR,42.8,clear sky,32.31,54.0175,Ardakan Hotel
491,Wichita Falls,US,48.99,clear sky,33.9137,-98.4934,Quality Inn & Suites Wichita Falls I-44
492,Hambantota,LK,69.8,scattered clouds,6.1241,81.1185,Bungalow 63
497,Galveston,US,68.0,clear sky,29.3669,-94.9669,Comfort Inn & Suites Texas City
498,Sergach,RU,34.99,snow,55.5308,45.4661,"Medvezhiy Ugol, Gostinitsa"
499,Filadelfia,US,35.01,scattered clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
500,North Myrtle Beach,US,48.2,clear sky,33.816,-78.68,Avista Resort
502,Qaqortoq,GL,14.0,overcast clouds,60.7167,-46.0333,Hotel Qaqortoq
503,Constitucion,CL,59.52,broken clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
505,Half Moon Bay,US,59.0,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
506,Chuncheng,CN,64.62,broken clouds,22.1731,111.7886,7Days Inn Yangjiang Yangchun Bus Terminal
507,Shingu,JP,48.2,scattered clouds,33.7333,135.9833,Shingu UI Hotel
509,Kenai,US,19.4,overcast clouds,60.5544,-151.2583,Aspen Extended Stay Suites
510,Lianzhou,CN,67.64,clear sky,24.7811,112.3825,Qingcheng Tourism Industry
512,Brae,GB,35.6,broken clouds,60.3964,-1.3530000000000002,Busta House Hotel
513,Ayagoz,KZ,17.2,overcast clouds,47.9714,80.4392,Gostinitsa Nur
514,Tabas,IR,39.2,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
516,Lata,PT,51.01,light rain,40.1629,-8.3327,Casa Maquia
517,Muroto,JP,48.2,scattered clouds,33.2833,134.15,Oota Ryokan
520,Gerash,IR,41.0,clear sky,27.6652,54.1371,Sa'adat House
522,Kuito,AO,60.84,overcast clouds,-12.3833,16.9333,Herdeiros de Antunes Capusso
524,Yuxia,CN,45.0,clear sky,34.0615,108.6291,Shanchengxuan Hotel
527,Kamaishi,JP,30.2,snow,39.2667,141.8833,Hotel Route Inn Kamaishi
528,Atar,MR,62.46,overcast clouds,20.5169,-13.0499,Oumou Elghoura
530,Margate,GB,46.99,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
535,Paris,FR,46.4,fog,48.8534,2.3488,Hôtel Britannique
536,Bandipur,NP,46.54,broken clouds,27.9333,84.4167,Bandipur Guest House
537,Xiuyan,CN,22.1,few clouds,40.2928,123.2744,Helin Holiday Hotel
538,San Vicente,AR,64.31,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
539,Lamar,US,52.0,clear sky,33.6668,-95.5836,Kings Inn Paris TX
544,Red Bluff,US,62.6,clear sky,40.1785,-122.2358,Hampton Inn & Suites Red Bluff
545,Istok,XK,42.01,clear sky,42.7808,20.4875,Hotel TROFTA
546,Tatawin,TN,53.6,clear sky,32.9297,10.4518,Sangho Privilege Tataouine
547,Kassala,SD,65.21,clear sky,15.450999999999999,36.4,Amassi Hotel Gash
549,Kautokeino,NO,20.52,overcast clouds,69.0125,23.0412,Thon Hotel Kautokeino
551,Itoman,JP,66.2,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
552,Bourg-En-Bresse,FR,46.99,overcast clouds,46.1667,5.1667,Chambres d'Hôtes Grange Carrée
