City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
350,Bagua Grande,-5.7561,-78.4411,85.69,53,100,4.5,PE,light rain
351,Ust-Ishim,57.6935,71.1665,32.83,96,100,13.33,RU,overcast clouds
352,Tecpan,14.7623,-90.9947,73.4,49,0,13.8,GT,clear sky
353,Bilibino,68.0546,166.4372,-9.09,83,0,2.8,RU,clear sky
354,Rawson,-43.3002,-65.1023,66.87,50,25,17.9,AR,scattered clouds
355,Sungaipenuh,-2.0833,101.3833,64.9,87,93,3.33,ID,overcast clouds
356,Tieli,46.95,128.05,-16.55,89,62,1.43,CN,broken clouds
357,Benguela,-12.5763,13.4055,78.78,70,3,8.75,AO,clear sky
358,Fare,-16.7,-151.0167,81.61,69,6,10.6,PF,clear sky
359,Pemba,-12.974,40.5178,84.0,89,75,9.22,MZ,broken clouds
360,Palmer,42.1584,-72.3287,39.99,41,40,25.32,US,scattered clouds
361,Wanning,18.8003,110.3967,67.93,89,3,4.54,CN,clear sky
362,Beyneu,45.3167,55.2,29.5,86,0,13.96,KZ,clear sky
363,Sabzevar,36.2126,57.6819,51.53,58,100,5.77,IR,overcast clouds
364,Moose Factory,51.2585,-80.6094,1.4,60,90,20.71,CA,light snow
365,Mucuri,-18.0864,-39.5508,83.64,75,86,7.18,BR,overcast clouds
366,Puerto Colombia,10.9878,-74.9547,89.6,58,20,5.75,CO,few clouds
367,Praia,14.9215,-23.5087,73.4,56,75,26.46,CV,broken clouds
368,Faya,18.3851,42.4509,53.6,82,40,4.61,SA,scattered clouds
369,Olmos,-5.9847,-79.7453,84.06,45,100,4.92,PE,overcast clouds
370,Mercedes,-34.6515,-59.4307,89.01,35,0,1.01,AR,clear sky
371,Kutoarjo,-7.7169,109.9128,77.16,84,99,3.8,ID,overcast clouds
372,Goba,7.0167,39.9833,54.93,56,65,2.1,ET,broken clouds
373,Deputatskiy,69.3,139.9,-35.66,85,83,0.72,RU,broken clouds
374,Hammerfest,70.6634,23.6821,24.8,74,40,14.97,NO,light snow
375,San Juan,-31.5375,-68.5364,92.1,21,0,5.59,AR,clear sky
376,Raglan,-37.8,174.8833,60.01,66,99,1.99,NZ,overcast clouds
377,La Crosse,43.8014,-91.2396,3.2,55,90,12.66,US,overcast clouds
378,Haines Junction,60.7522,-137.5108,-27.4,75,89,1.14,CA,overcast clouds
379,Blyth,55.1271,-1.5086,39.0,93,90,17.27,GB,moderate rain
380,Soure,-0.7167,-48.5233,83.73,76,27,11.77,BR,scattered clouds
381,Mayahi,13.9553,7.6712,82.18,14,72,8.03,NE,broken clouds
382,Southampton,50.904,-1.4043,43.0,77,4,1.99,GB,clear sky
383,Husavik,66.0449,-17.3389,32.0,64,75,4.61,IS,broken clouds
384,Kamina,-8.7386,24.9906,68.31,94,96,5.28,CD,overcast clouds
385,Luanda,-8.8368,13.2343,82.4,74,20,11.5,AO,few clouds
386,Sao Felix Do Xingu,-6.6447,-51.995,81.46,75,100,1.9,BR,overcast clouds
387,Laguna,38.421,-121.4238,50.0,87,1,2.3,US,clear sky
388,Tazovskiy,67.4667,78.7,-25.04,86,73,10.51,RU,broken clouds
389,Avera,33.194,-82.5271,50.0,49,90,5.75,US,overcast clouds
390,Bambous Virieux,-20.3428,57.7575,80.01,83,20,5.75,MU,few clouds
391,Ratnagiri,16.9833,73.3,76.28,57,0,6.78,IN,clear sky
392,Saint-Joseph,-21.3667,55.6167,80.6,78,90,2.3,RE,light rain
393,Khani,41.9563,42.9566,48.2,66,20,6.91,GE,few clouds
394,Liberty,31.8335,-81.5004,48.2,81,90,5.75,US,overcast clouds
395,Pabrade,55.0,25.7833,6.01,85,51,4.61,LT,broken clouds
396,Ekibastuz,51.6667,75.3667,27.97,93,36,15.19,KZ,scattered clouds
397,Lithakia,37.7167,20.8333,57.2,88,20,4.61,GR,few clouds
398,Manzhouli,49.6,117.4333,-10.26,84,0,7.0,CN,clear sky
399,Mao,39.8885,4.2658,57.2,88,0,6.91,ES,clear sky
400,Sambava,-14.2667,50.1667,79.38,78,30,1.95,MG,scattered clouds
401,Virginia Beach,36.8529,-75.978,55.4,24,20,0.65,US,few clouds
402,La Rioja,42.25,-2.5,46.4,87,90,9.22,ES,overcast clouds
403,Kushiro,42.975,144.3747,26.55,98,95,8.72,JP,overcast clouds
404,Khandyga,62.6667,135.6,-27.15,85,100,1.79,RU,overcast clouds
405,Chicama,-7.8447,-79.1469,69.8,88,75,8.05,PE,fog
406,Araouane,18.9048,-3.5265,85.55,14,100,14.52,ML,overcast clouds
407,Montorio Al Vomano,42.5831,13.6383,51.01,84,76,5.32,IT,broken clouds
408,Nalut,30.3333,10.85,73.99,18,100,11.25,LY,overcast clouds
409,Barra Do Garcas,-15.89,-52.2567,82.4,78,40,5.5,BR,scattered clouds
410,Porto Nacional,-10.7081,-48.4172,82.4,69,75,6.91,BR,moderate rain
411,Roald,62.5833,6.1333,21.0,68,0,1.14,NO,clear sky
412,San Ramon,37.7799,-121.978,52.0,62,1,3.44,US,clear sky
413,Leh,34.1667,77.5833,7.21,54,3,2.42,IN,clear sky
414,Nome,64.5011,-165.4064,15.8,79,90,2.77,US,overcast clouds
415,Massakory,12.996,15.7293,79.95,15,61,10.94,TD,broken clouds
416,Ostrovskoye,57.8057,42.2433,-5.24,90,100,9.82,RU,light snow
417,Marquette,46.5333,-87.6335,10.0,67,99,1.01,US,overcast clouds
418,Benjamin Constant,-4.3831,-70.0311,86.0,65,0,3.44,BR,clear sky
419,Tura,25.5198,90.2201,57.72,70,35,3.69,IN,scattered clouds
420,Saint-Pierre,-21.3393,55.4781,80.6,78,90,2.3,RE,overcast clouds
421,Mogadishu,2.0371,45.3438,77.45,78,0,19.48,SO,clear sky
422,Kudat,6.8837,116.8477,80.6,83,20,8.05,MY,few clouds
423,Pakxe,15.1167,105.7833,71.42,67,68,2.66,LA,broken clouds
424,Haileybury,47.449,-79.6373,15.8,57,90,18.41,CA,light snow
425,Quarai,-30.3875,-56.4514,81.81,36,0,4.81,BR,clear sky
426,Hokitika,-42.7167,170.9667,55.9,89,2,3.2,NZ,clear sky
427,Akdepe,42.0551,59.3788,48.2,75,0,9.22,TM,clear sky
428,Mount Isa,-20.7333,139.5,75.2,100,90,8.05,AU,heavy intensity rain
429,Montepuez,-13.1256,38.9997,73.85,94,59,2.86,MZ,moderate rain
430,Igarka,67.4667,86.5833,-15.34,88,99,11.16,RU,overcast clouds
431,Mantua,45.1667,10.7833,50.0,91,100,1.01,IT,overcast clouds
432,Kenai,60.5544,-151.2583,10.99,92,90,4.61,US,mist
433,Nizhniy Odes,63.6445,54.856,-14.82,87,100,12.62,RU,overcast clouds
434,Bathsheba,13.2167,-59.5167,84.2,58,20,19.57,BB,few clouds
435,Eyl,7.9803,49.8164,75.87,81,0,15.86,SO,clear sky
436,Longyearbyen,78.2186,15.6401,23.0,74,75,5.75,SJ,broken clouds
437,Ringebu,61.5167,10.1667,8.6,79,0,4.47,NO,clear sky
438,Inverness,57.4791,-4.224,35.01,86,75,11.5,GB,broken clouds
439,Tucupita,9.0622,-62.051,87.19,55,100,6.08,VE,overcast clouds
440,Port-De-Bouc,43.4,4.9833,62.6,63,90,19.57,FR,overcast clouds
441,Oum Hadjer,13.2954,19.6966,71.92,17,14,5.01,TD,few clouds
442,Ust-Maya,60.4167,134.5333,-26.45,85,100,1.36,RU,overcast clouds
443,Tessalit,20.1986,1.0114,88.07,11,99,13.51,ML,overcast clouds
444,Pasir Gudang,1.4584,103.8805,78.8,83,75,9.22,MY,broken clouds
445,Touba,8.2833,-7.6833,98.01,19,63,4.59,CI,broken clouds
446,Jabinyanah,35.035,10.9081,64.4,55,20,4.61,TN,few clouds
447,Peleduy,59.6289,112.7406,3.34,92,100,4.81,RU,overcast clouds
448,Agadez,19.75,10.25,73.35,18,94,9.48,NE,overcast clouds
449,Turukhansk,65.8167,87.9833,-5.75,91,100,17.05,RU,light snow
450,Payo,-3.7508,103.6372,72.97,93,100,0.85,ID,overcast clouds
451,Tadine,-21.55,167.8833,75.81,83,0,0.36,NC,clear sky
452,Lambarene,-0.7001,10.2406,79.99,85,74,4.03,GA,moderate rain
453,Hamilton,39.1834,-84.5333,30.2,40,1,4.16,US,clear sky
454,Biak,-0.9131,122.8766,76.75,78,100,3.04,ID,overcast clouds
455,Kegums,56.7451,24.7244,15.8,86,75,5.75,LV,light snow
456,Karratha,-20.7377,116.8463,78.58,76,16,11.12,AU,few clouds
457,Mae Sai,20.4335,99.8762,68.0,88,0,2.3,TH,clear sky
458,Puerto Leguizamo,-0.1934,-74.7819,80.29,82,100,5.12,CO,light rain
459,Jimo,36.3897,120.4622,48.0,60,0,2.24,CN,clear sky
460,Yeppoon,-23.1333,150.7333,75.2,73,40,1.14,AU,scattered clouds
461,Los Llanos De Aridane,28.6585,-17.9182,66.2,59,20,21.85,ES,few clouds
462,Soyo,-6.1349,12.3689,81.88,82,77,12.53,AO,broken clouds
463,Neiafu,-18.65,-173.9833,78.8,94,75,13.8,TO,very heavy rain
464,Sidhi,24.4167,81.8833,57.29,46,0,7.76,IN,clear sky
465,San Carlos De Bariloche,-41.1456,-71.3082,93.99,20,20,5.75,AR,few clouds
466,Tarakan,3.3,117.6333,79.75,80,49,5.73,ID,scattered clouds
467,Les Cayes,18.2,-73.75,81.32,73,63,13.56,HT,broken clouds
468,Lyuban,52.7985,28.0048,2.28,93,16,7.63,BY,few clouds
469,Yumen,40.2833,97.2,27.27,74,52,2.33,CN,broken clouds
470,Atotonilco El Grande,20.2833,-98.6667,74.12,20,0,9.66,MX,clear sky
471,Pochutla,15.7432,-96.4661,84.99,65,40,11.5,MX,scattered clouds
472,Gwadar,25.1216,62.3254,68.14,55,0,5.79,PK,clear sky
473,Odesskoye,54.2111,72.9651,29.64,98,100,16.73,RU,overcast clouds
474,Jutai,-5.1833,-68.9,86.41,63,100,0.58,BR,overcast clouds
475,Aklavik,68.2191,-135.0107,-27.4,75,75,2.3,CA,broken clouds
476,Frome,51.2283,-2.3221,41.0,83,20,1.99,GB,few clouds
477,Adrar,20.5022,-10.0711,70.57,23,43,14.97,MR,scattered clouds
478,Yashkul,46.1711,45.3435,32.18,84,98,9.1,RU,light snow
479,Ewa Beach,21.3156,-158.0072,66.2,77,90,12.66,US,overcast clouds
480,Manaure,11.7751,-72.4445,85.98,52,27,24.92,CO,scattered clouds
481,Chalinze,-6.6378,38.354,78.06,79,62,6.2,TZ,broken clouds
482,Ambovombe,-25.1667,46.0833,78.66,85,68,6.24,MG,light rain
483,Bonthe,7.5264,-12.505,83.68,61,62,13.04,SL,broken clouds
484,Bay City,43.5945,-83.8889,19.0,67,90,19.57,US,overcast clouds
485,Baykit,61.67,96.37,5.4,91,100,4.16,RU,light snow
486,Zemio,5.0314,25.1361,79.92,19,93,3.06,CF,overcast clouds
487,Moron,-34.6534,-58.6198,91.99,33,0,1.01,AR,clear sky
488,Akyab,20.15,92.9,67.17,65,17,9.17,MM,few clouds
489,Yingcheng,30.95,113.55,46.4,100,83,2.24,CN,mist
490,Northam,51.0333,-4.2167,41.0,93,84,1.01,GB,moderate rain
491,Arlit,18.7369,7.3853,80.92,13,100,9.06,NE,overcast clouds
492,Gravdal,68.1214,13.5031,32.74,89,81,20.94,NO,broken clouds
493,Jalu,29.0331,21.5482,66.58,30,55,8.43,LY,broken clouds
494,Along,28.1667,94.7667,53.76,52,5,1.95,IN,clear sky
495,Fukue,32.6881,128.8419,55.94,66,0,13.15,JP,clear sky
496,Auki,-8.7676,160.7034,78.78,85,100,10.74,SB,heavy intensity rain
497,Moskovskiy,55.5991,37.355,3.99,71,75,11.18,RU,broken clouds
498,Xihe,31.6864,113.4659,51.01,63,86,3.02,CN,overcast clouds
499,Winnipeg,49.8844,-97.147,-16.01,63,100,6.91,CA,overcast clouds
500,Erenhot,43.6475,111.9767,2.52,83,0,1.66,CN,clear sky
501,Conceicao Do Araguaia,-8.2578,-49.2647,82.71,80,92,6.76,BR,light rain
502,San Pedro De Macoris,18.4616,-69.2972,87.8,62,20,11.5,DO,few clouds
503,Rio Cuarto,-33.1307,-64.3499,82.4,51,0,16.11,AR,clear sky
504,Tezu,27.9167,96.1667,61.38,31,5,3.87,IN,clear sky
505,Okhotsk,59.3833,143.3,2.26,90,100,8.72,RU,overcast clouds
506,Clearwater,27.9659,-82.8001,73.0,83,37,8.05,US,scattered clouds
507,Paita,-5.0892,-81.1144,78.98,60,53,9.1,PE,broken clouds
508,Bac Lieu,9.285,105.7244,75.6,80,98,9.26,VN,overcast clouds
509,Nguruka,-5.1092,31.0419,69.04,89,100,2.42,TZ,light rain
510,Seoni,22.0833,79.5333,58.73,35,0,10.36,IN,clear sky
511,Kotka,60.4664,26.9458,5.0,85,0,6.91,FI,clear sky
512,Batken,39.8333,71.0,30.07,82,99,11.36,KG,overcast clouds
513,Cloquet,46.7216,-92.4594,-9.0,54,1,13.8,US,clear sky
514,Balkanabat,39.5108,54.3671,50.49,69,97,1.01,TM,overcast clouds
515,Priargunsk,50.3691,119.1012,-16.8,83,0,1.68,RU,clear sky
516,Mana,5.6592,-53.7767,80.58,81,78,14.92,GF,broken clouds
517,Dubbo,-32.25,148.6167,62.6,87,90,1.63,AU,overcast clouds
518,Khor,47.8861,134.9464,-11.47,90,99,1.66,RU,overcast clouds
519,Buin,-33.7333,-70.75,68.0,68,0,5.75,CL,haze
520,Bandarbeyla,9.4942,50.8122,76.93,78,15,13.29,SO,few clouds
521,Bang Saphan,11.2126,99.5117,73.26,89,13,2.48,TH,few clouds
522,Saint John,45.2727,-66.0677,33.01,86,90,12.66,CA,light snow
523,Bijar,35.8668,47.6051,38.01,98,100,4.32,IR,overcast clouds
524,Lidkoping,58.5052,13.1577,17.6,86,37,5.75,SE,scattered clouds
525,Singaraja,-8.112,115.0882,78.76,81,100,4.03,ID,overcast clouds
526,Sumbe,-11.2061,13.8437,79.21,74,22,9.04,AO,few clouds
527,Ust-Kuyga,70.0167,135.6,-27.26,83,100,3.04,RU,overcast clouds
528,Golden,39.7555,-105.2211,39.99,38,75,4.61,US,broken clouds
529,Ocos,14.5094,-92.1933,87.8,51,1,9.06,GT,clear sky
530,Urozhaynoye,44.7883,44.9228,33.55,96,100,3.44,RU,snow
531,Itarema,-2.9248,-39.9167,87.78,55,61,15.7,BR,broken clouds
532,Mandal,25.45,74.5667,57.97,34,0,4.76,IN,clear sky
533,Namibe,-15.1961,12.1522,74.3,74,28,11.21,AO,scattered clouds
534,Mahanoro,-19.9,48.8,80.89,80,97,10.33,MG,overcast clouds
535,Port Augusta,-32.5,137.7667,64.4,88,90,13.8,AU,overcast clouds
536,Yuzhou,34.1628,113.4639,46.4,46,0,2.24,CN,clear sky
537,Waipawa,-41.4122,175.5153,53.6,87,100,2.3,NZ,overcast clouds
538,Los Lunas,34.8062,-106.7334,46.99,33,1,10.36,US,clear sky
539,Winslow,35.0242,-110.6974,43.0,41,1,1.9,US,clear sky
540,Matagami,49.7502,-77.6328,14.0,85,90,9.22,CA,light snow
541,Magadi,12.9667,77.2333,69.8,49,0,6.91,IN,clear sky
542,Saint Simons,31.1352,-81.3901,51.01,93,90,10.36,US,mist
543,Kanniyakumari,8.0833,77.5667,78.19,75,0,17.36,IN,clear sky
544,Antsohihy,-14.8796,47.9875,77.04,89,100,2.89,MG,overcast clouds
545,Nuuk,64.1835,-51.7216,28.4,43,1,4.61,GL,clear sky
546,Salinopolis,-0.6136,-47.3561,84.65,71,29,11.81,BR,scattered clouds
547,Grand Island,40.925,-98.342,9.0,72,90,16.11,US,light snow
548,Male,4.1748,73.5089,82.4,78,20,12.66,MV,few clouds
549,Semirom,31.4167,51.5667,39.76,68,67,3.91,IR,broken clouds
550,South Valley,35.0101,-106.6781,46.0,33,1,10.36,US,clear sky
551,Sobolevo,54.4299,31.8996,1.0,93,99,9.51,RU,overcast clouds
552,Kushima,31.4583,131.2333,46.0,93,0,8.01,JP,clear sky
553,Yakeshi,49.2833,120.7333,-18.98,84,0,3.53,CN,clear sky
554,Asyut,27.181,31.1837,66.2,59,0,10.36,EG,clear sky
555,Pocone,-16.2567,-56.6228,93.87,36,62,6.67,BR,broken clouds
556,Harper,4.375,-7.7169,82.92,75,45,9.33,LR,scattered clouds
557,Arman,59.7,150.1667,0.14,88,98,9.69,RU,overcast clouds
558,Vostok,46.4856,135.8833,-11.34,91,100,2.62,RU,overcast clouds
559,Grindavik,63.8424,-22.4338,35.6,69,75,18.41,IS,broken clouds
560,Miles City,46.4083,-105.8406,-2.2,65,1,4.61,US,clear sky
561,Bongor,10.2806,15.3722,87.6,13,13,6.15,TD,few clouds
562,Boissevain,49.2306,-100.0559,-17.0,57,1,19.57,CA,clear sky
563,Calvinia,-31.4707,19.776,79.29,31,0,19.57,ZA,clear sky
564,Lagos,6.5833,3.75,89.6,66,20,6.91,NG,few clouds
565,Banjar,-8.19,114.9675,78.8,94,20,3.44,ID,few clouds
566,Denpasar,-8.65,115.2167,78.8,94,20,3.44,ID,few clouds
567,Altagracia De Orituco,9.8601,-66.3814,86.14,44,100,8.63,VE,overcast clouds
568,Takoradi,4.8845,-1.7554,83.07,78,38,10.78,GH,scattered clouds
569,Wajid,3.8093,43.2471,84.99,24,0,13.15,SO,clear sky
570,Sechura,-5.5569,-80.8222,82.04,52,92,6.55,PE,overcast clouds
571,Pithoro,25.5167,69.3833,62.46,27,0,5.68,PK,clear sky
572,Beyla,8.6833,-8.6333,94.32,22,100,4.56,GN,overcast clouds
573,Mount Gambier,-37.8333,140.7667,57.2,82,90,8.05,AU,overcast clouds
574,Rudnichnyy,59.617,52.4703,-2.99,91,100,9.28,RU,overcast clouds
575,Bubaque,11.2833,-15.8333,79.63,59,23,16.37,GW,few clouds
576,Baherden,38.4362,57.4316,51.44,68,100,5.86,TM,overcast clouds
577,Yar-Sale,66.8333,70.8333,-30.8,84,100,13.56,RU,overcast clouds
578,Hay River,60.8156,-115.7999,-38.2,67,91,1.14,CA,light snow
579,Houma,29.5958,-90.7195,63.0,88,90,10.36,US,overcast clouds
580,Kintampo,8.0563,-1.7306,97.61,21,61,2.17,GH,broken clouds
581,Tarauaca,-8.1614,-70.7656,88.45,59,86,3.11,BR,overcast clouds
582,Bantogon,6.5333,124.0333,78.1,74,100,3.67,PH,overcast clouds
583,Tabuk,17.4189,121.4443,69.78,90,25,1.57,PH,scattered clouds
584,Bambanglipuro,-7.95,110.2833,77.72,85,100,3.13,ID,overcast clouds
585,Tiznit,29.5833,-9.5,52.12,68,85,16.73,MA,overcast clouds
586,Saint-Augustin,51.226,-58.6502,32.43,97,100,17.31,CA,light snow
587,Sohagpur,22.7,78.2,56.77,37,0,5.59,IN,clear sky
588,Dongsheng,39.8161,109.9776,21.87,86,0,7.52,CN,clear sky
589,Kichmengskiy Gorodok,59.9816,45.7854,-5.58,89,100,10.11,RU,overcast clouds
590,Homer,59.6425,-151.5483,33.8,75,1,5.75,US,clear sky
591,Nanortalik,60.1432,-45.2371,24.37,79,0,4.81,GL,clear sky
592,Finschhafen,-6.6024,147.8681,81.32,81,97,10.87,PG,overcast clouds
593,Pecos,31.4229,-103.4932,60.8,12,1,23.02,US,clear sky
594,Richards Bay,-28.783,32.0377,76.53,78,26,9.35,ZA,scattered clouds
595,Guilin,25.2819,110.2864,53.6,94,0,4.47,CN,mist
596,Zasheyek,67.4066,32.5499,18.0,94,67,8.21,RU,broken clouds
597,Lokosovo,61.1333,74.8167,34.92,99,100,8.01,RU,light rain
598,Sola,-13.8833,167.55,81.7,75,5,6.26,VU,clear sky
599,Ixtapa,20.7,-105.2,79.0,60,1,5.75,MX,clear sky
600,Uyskoye,54.3775,60.0047,25.9,95,100,14.45,RU,overcast clouds
601,Nchelenge,-9.3451,28.734,75.29,78,88,7.27,ZM,light rain
602,Caraballeda,10.6112,-66.8522,89.6,70,20,12.86,VE,few clouds
603,Bowen,-20.0167,148.2333,75.2,94,99,1.14,AU,overcast clouds
604,The Valley,18.217,-63.0578,77.0,94,20,8.05,AI,few clouds
605,Zhanakorgan,43.9098,67.2495,39.16,90,100,8.1,KZ,overcast clouds
606,Ishigaki,24.3448,124.1572,70.39,65,0,8.84,JP,clear sky
607,Talaya,61.3833,152.75,-16.22,84,100,0.29,RU,overcast clouds
608,Cap Malheureux,-19.9842,57.6142,80.01,77,45,3.0,MU,scattered clouds
609,Tenenkou,14.4572,-4.9169,99.84,9,49,10.51,ML,scattered clouds
610,Burnie,-41.0667,145.9167,61.0,85,78,5.01,AU,light rain
611,Smithers,54.7804,-127.1743,24.8,93,90,2.3,CA,overcast clouds
612,Korla,41.7597,86.1469,29.01,84,63,2.62,CN,broken clouds
613,Salym,60.0625,71.4789,34.95,98,100,10.04,RU,light rain
614,Marsa Matruh,31.3525,27.2453,60.8,82,0,5.75,EG,clear sky
615,Maningrida,-12.0667,134.2667,77.22,83,100,10.78,AU,overcast clouds
616,Tsiroanomandidy,-18.7667,46.0333,69.66,94,100,4.54,MG,moderate rain
617,Sai Buri,6.7013,101.6168,75.7,82,26,7.56,TH,scattered clouds
618,Kloulklubed,7.0419,134.2556,78.8,94,75,8.05,PW,broken clouds
619,Alexandria,31.2156,29.9553,62.6,67,0,6.91,EG,clear sky
620,Prabumulih,-3.45,104.25,74.14,97,100,3.11,ID,overcast clouds
621,Nouakchott,18.0858,-15.9785,77.0,23,100,17.27,MR,dust
622,Kisiwani,-4.1333,37.95,75.34,75,58,5.21,TZ,light rain
623,Cururupu,-1.8283,-44.8683,88.81,55,92,8.37,BR,overcast clouds
624,Darhan,49.4867,105.9228,-1.66,86,0,5.39,MN,clear sky
625,Quebec,46.8123,-71.2145,26.01,92,64,14.97,CA,broken clouds
626,Chiang Mai,18.75,99.0,79.0,64,20,3.44,TH,few clouds
627,Vicuna,-30.0319,-70.7081,81.0,31,0,9.75,CL,clear sky
628,Atasu,48.6814,71.6433,34.12,96,100,28.9,KZ,light rain
629,Semnan,35.5729,53.3971,50.32,72,100,4.63,IR,overcast clouds
630,Nurota,40.5614,65.6886,48.2,87,75,5.37,UZ,broken clouds
631,Angoche,-16.2325,39.9086,81.81,81,100,6.4,MZ,overcast clouds
632,Acapulco,16.8634,-99.8901,84.2,65,20,5.75,MX,few clouds
633,Goundam,16.4145,-3.6708,98.82,9,61,8.84,ML,broken clouds
634,Beloha,-25.1667,45.05,78.91,78,8,7.02,MG,clear sky
635,Nishihara,26.1842,127.7558,68.0,77,20,4.61,JP,few clouds
636,Lloydminster,53.2835,-110.0016,-20.2,76,90,0.45,CA,overcast clouds
637,Parelhas,-6.6878,-36.6575,97.74,22,74,15.19,BR,broken clouds
638,Qui Nhon,13.7667,109.2333,70.59,88,56,8.37,VN,broken clouds
639,Itapolis,-21.5956,-48.8128,83.79,45,0,8.68,BR,clear sky
640,Komsomolskiy,40.4272,71.7189,41.0,56,100,2.3,UZ,mist
641,Naze,28.3667,129.4833,61.47,82,98,7.16,JP,overcast clouds
642,Joshimath,30.5667,79.5667,37.6,50,0,13.18,IN,clear sky
643,Opuwo,-18.0607,13.84,84.09,37,100,5.41,NA,overcast clouds
644,Imbituba,-28.24,-48.6703,82.4,44,0,13.8,BR,clear sky
645,Cubuk,40.2386,33.0322,48.2,57,0,8.05,TR,clear sky
646,Zaraza,9.3503,-65.3245,93.09,35,100,6.78,VE,overcast clouds
647,Sainte-Suzanne,-20.9061,55.6089,78.8,78,40,10.36,RE,moderate rain
648,Bangassou,4.7413,22.8184,82.11,19,61,2.39,CF,broken clouds
649,Teguise,29.0605,-13.564,64.4,59,40,14.97,ES,scattered clouds
650,Vulcan,45.3833,23.2667,41.11,87,92,1.81,RO,overcast clouds
651,Shikhazany,55.5605,47.393,-0.4,78,40,15.66,RU,snow
652,San Cristobal,7.7669,-72.225,72.61,77,100,5.1,VE,overcast clouds
653,Srivardhan,18.0333,73.0167,75.56,54,0,8.77,IN,clear sky
654,Bayan,46.0833,127.4,-11.69,88,0,3.69,CN,clear sky
655,Krasnoye,49.9145,24.6134,26.6,68,0,8.95,UA,clear sky
656,Griffith,41.5284,-87.4237,12.2,62,1,6.91,US,clear sky
657,Sanmenxia,34.7747,111.1814,48.85,40,63,2.84,CN,broken clouds
658,Dryden,49.7833,-92.7503,-16.6,63,1,16.11,CA,clear sky
659,Paraiso,9.8383,-83.8656,80.6,53,0,10.36,CR,clear sky
660,Spaichingen,48.0833,8.7167,43.0,89,100,3.33,DE,overcast clouds
661,San Francisco,37.7749,-122.4194,55.0,76,1,3.74,US,clear sky
662,Raga,8.4596,25.678,72.88,20,98,5.1,SS,overcast clouds
663,Mahon,39.8885,4.2658,57.2,88,0,6.91,ES,clear sky
664,Chengde,40.9725,117.9361,24.39,95,81,1.43,CN,broken clouds
665,Karasuk,53.7377,78.0403,27.45,98,68,15.75,RU,broken clouds
666,Srednekolymsk,67.45,153.6833,-21.17,84,6,2.77,RU,clear sky
667,Le Port,-20.9373,55.2919,78.8,78,40,10.36,RE,light rain
668,Bata,1.8639,9.7658,86.0,79,75,8.05,GQ,broken clouds
669,Rio Tercero,-32.173,-64.1141,82.0,60,0,4.0,AR,clear sky
670,Tyret Pervaya,53.6703,102.3106,6.62,92,100,5.32,RU,overcast clouds
671,Macamic,48.7502,-78.9996,15.8,73,75,18.41,CA,snow
672,Shebunino,46.4339,141.8603,11.12,88,91,6.58,RU,overcast clouds
673,Sampit,-2.5333,112.95,75.06,96,94,1.68,ID,light rain
674,Abha,18.2164,42.5053,53.6,82,40,4.61,SA,scattered clouds
675,Wattegama,6.7989,81.4808,72.84,95,95,5.06,LK,overcast clouds
676,Thinadhoo,0.5333,72.9333,81.77,75,55,12.71,MV,broken clouds
677,Talbahat,25.05,78.4333,54.59,47,0,4.14,IN,clear sky
678,Tual,-5.6667,132.75,83.97,75,100,21.0,ID,overcast clouds
679,Evensk,61.95,159.2333,7.38,89,100,15.3,RU,overcast clouds
680,Huarmey,-10.0681,-78.1522,75.9,64,86,9.71,PE,overcast clouds
681,Cap-Chat,49.1001,-66.6821,28.4,100,100,28.77,CA,snow
682,Vila Franca Do Campo,37.7167,-25.4333,59.0,88,40,18.41,PT,scattered clouds
683,Lyndon,38.2567,-85.6016,35.01,47,1,4.61,US,clear sky
684,Rucheng,32.3883,120.5553,51.01,78,0,6.42,CN,clear sky
685,Kaabong,3.4836,34.1492,76.08,28,43,8.75,UG,scattered clouds
686,Barcelos,41.5388,-8.6151,54.0,66,20,14.97,PT,few clouds
687,Kidal,18.4411,1.4078,86.99,12,65,12.21,ML,broken clouds
688,Olavarria,-36.8927,-60.3225,94.5,15,0,5.17,AR,clear sky
689,Acarau,-2.8856,-40.12,87.78,55,80,16.8,BR,broken clouds
690,Vuktyl,63.8567,57.3094,-15.97,88,100,12.53,RU,overcast clouds
691,Kikuyu,-1.2458,36.6633,68.0,88,75,7.31,KE,light rain
692,Urumqi,43.801,87.6005,10.4,92,75,2.24,CN,mist
693,San Ignacio,17.1561,-89.0714,84.2,65,0,4.61,BZ,clear sky
